year,data_mean_global,data_mean_nh,data_mean_sh
2015,1841.92239972937,1889.70295580359,1794.14184365515
2016,1851.59424539526,1900.68277773328,1802.50571305724
2017,1875.31970518816,1923.28375409838,1827.35565627795
2018,1893.00162038397,1940.98606712292,1845.01717364501
2019,1912.56133393056,1960.80208275193,1864.3205851092
2020,1933.86152385808,1982.34378749864,1885.37926021752
2021,1956.77148099981,2005.39948145036,1908.14348054925
2022,1980.31136161972,2029.06995757212,1931.55276566732
2023,2003.52137000718,2052.41087910507,1954.6318609093
2024,2026.43135451421,2075.45168157071,1977.41102745772
2025,2049.06133890872,2098.2125011397,1999.91017667773
2026,2071.41133155129,2120.69331500006,2022.12934810252
2027,2093.5113170553,2142.92411206876,2044.09852204184
2028,2115.36130922203,2164.90491262915,2065.81770581491
2029,2136.98129788615,2186.65570040426,2087.30689536803
2030,2158.38129072181,2208.18114270512,2108.58143873849
2031,2179.56126588461,2229.45454120176,2129.66799056745
2032,2200.40122295871,2250.38268183732,2150.41976408011
2033,2220.76120461526,2270.8308989467,2170.69151028382
2034,2240.67118512143,2290.82907730843,2190.51329293442
2035,2260.17116652658,2310.41723994213,2209.92509311104
2036,2279.29115100522,2329.62538692369,2228.95691508675
2037,2298.06113317242,2348.48351749896,2247.63874884588
2038,2316.49111706381,2367.0016468496,2265.98058727802
2039,2334.60110664984,2385.19976551673,2284.00244778295
2040,2352.44109769056,2403.12214798719,2301.76004739393
2041,2370.00105371359,2420.73032498735,2319.27178243983
2042,2387.08100168648,2437.85293423866,2336.30906913429
2043,2403.52097180247,2454.33562295064,2352.7063206543
2044,2419.34094214278,2470.19827767643,2368.48360660913
2045,2434.5909188133,2485.49091008825,2383.69092753835
2046,2449.32088975699,2500.26351317274,2398.37826634125
2047,2463.55087025603,2514.53611454392,2412.56562596815
2048,2477.33084833436,2528.35868105314,2426.30301561559
2049,2490.69082845262,2541.76123839817,2439.62041850706
2050,2503.6608123498,2554.77181881705,2452.54980588256
2051,2516.26078187663,2567.40062665817,2465.1209370951
2052,2528.410738481,2579.57753119388,2477.24394576812
2053,2540.02072281465,2591.21449374036,2488.82695188894
2054,2551.15069193933,2602.37139039183,2499.92999348683
2055,2561.81067552385,2613.05830828224,2510.56304276545
2056,2572.0506526752,2623.32518045146,2520.77612489894
2057,2581.89063398016,2633.19205595404,2530.58921200627
2058,2591.36062038963,2642.68891109076,2540.03232968849
2059,2600.50059959765,2651.85574127734,2549.14545791795
2060,2609.32059304598,2660.6987906972,2557.94239539477
2061,2617.8505544624,2669.22906544151,2566.47204348329
2062,2625.94050471145,2677.31566770664,2574.56534171626
2063,2633.44048224384,2684.81235358571,2582.06861090197
2064,2640.40045473257,2691.76897396769,2589.03193549745
2065,2646.86043016378,2698.22559176198,2595.49526856558
2066,2652.85040869903,2704.21218941015,2601.48862798791
2067,2658.41038760735,2709.76876568112,2607.05200953358
2068,2663.57036884236,2714.92532899672,2612.215408688
2069,2668.36035062387,2719.71187525646,2617.00882599129
2070,2672.81033790941,2724.15411033018,2621.46656548865
2071,2676.94030247605,2728.25052711247,2625.63007783964
2072,2680.63025553821,2731.90273517828,2629.35777589813
2073,2683.75023255768,2734.98502100384,2632.51544411153
2074,2686.35020645162,2737.54724042955,2635.15317247369
2075,2688.47017974928,2739.62945807852,2637.31090142004
2076,2690.13016307064,2741.25166644633,2639.00865969495
2077,2691.39013791223,2742.47382782043,2640.30644800404
2078,2692.26012440164,2743.30600925657,2641.21423954672
2079,2692.79010296399,2743.7981371251,2641.78206880288
2080,2692.99009065215,2743.95969632826,2642.02048497604
2081,2692.89006578028,2743.81766135573,2641.96247020482
2082,2692.45004171728,2743.33508623155,2641.56499720301
2083,2691.64002293083,2742.48251358889,2640.79753227277
2084,2690.48000362552,2741.27992720468,2639.68008004636
2085,2688.98999246998,2739.74733800089,2638.23264693907
2086,2687.21997393111,2737.93470489796,2636.50524296426
2087,2685.16996201496,2735.84209735569,2634.49782667423
2088,2682.86995078969,2733.49945286211,2632.24044871727
2089,2680.34993883808,2730.93680390532,2629.76307377084
2090,2677.61992753633,2728.16549634556,2627.07435872711
2091,2674.69992592933,2725.21228170393,2624.18757015472
2092,2671.65992524421,2722.14036332232,2621.1794871661
2093,2668.54992180189,2718.99842931459,2618.10141428919
2094,2665.37991911829,2715.79649178817,2614.96334644841
2095,2662.15991719273,2712.54454853406,2611.77528585139
2096,2658.89991442662,2709.25259929072,2608.54722956252
2097,2655.59991088538,2705.92065198646,2605.27916978431
2098,2652.25991318268,2702.54870873705,2601.9711176283
2099,2648.90990839305,2699.16673282518,2598.65308396091
2100,2645.52990843226,2695.7546517883,2595.30516507621
2101,2642.1298992652,2692.32171652493,2591.93808200546
2102,2638.62987526716,2688.78872087661,2588.47102965771
2103,2634.92986839055,2685.05576645584,2584.80397032527
2104,2631.049858079,2681.14279275261,2580.95692340539
2105,2626.99985053181,2677.05981447178,2576.93988659185
2106,2622.79984324694,2672.82682134035,2572.77286515353
2107,2618.45983399596,2668.45382996289,2568.46583802903
2108,2613.97982808833,2663.94083654741,2564.01881962926
2109,2609.37982279069,2659.30783304385,2559.45181253753
2110,2604.66981566066,2654.56482767938,2554.77480364194
2111,2599.85981327088,2649.72180644949,2549.99782009228
2112,2594.95980308466,2644.78879301217,2545.13081315716
2113,2589.95980342518,2639.75577595269,2540.16383089767
2114,2584.88979712919,2634.65274745389,2535.12684680449
2115,2579.74979437415,2629.479716458,2530.0198722903
2116,2574.53978703688,2624.23669106477,2524.842883009
2117,2569.25978954053,2618.92365955849,2519.59591952257
2118,2563.93978227123,2613.57061444418,2514.30895009828
2119,2558.55977934611,2608.15758467667,2508.96197401555
2120,2553.12977983987,2602.69454278736,2503.56501689237
2121,2547.66977566943,2597.20149089325,2498.1380604456
2122,2542.16977232327,2591.66844865293,2492.6710959936
2123,2536.62977179816,2586.0954035863,2487.16414001003
2124,2531.05976847574,2580.49235530648,2481.627181645
2125,2525.459768458,2574.85930384993,2476.06023306608
2126,2519.83976609001,2569.20624769463,2470.4732844854
2127,2514.19976521265,2563.53319258832,2464.86633783698
2128,2508.5397620762,2557.84013935035,2459.23938480206
2129,2502.85976392067,2552.12708774853,2453.59244009281
2130,2497.16975875703,2546.40402609471,2447.93549141936
2131,2491.4597622467,2540.66097417261,2442.25855032079
2132,2485.74975878855,2534.91790240384,2436.58161517327
2133,2480.02975852225,2529.16484815982,2430.89466888467
2134,2474.29975664266,2523.40178815404,2425.19772513129
2135,2468.55975746823,2517.62872664985,2419.49078828662
2136,2462.8197568281,2511.85565994146,2413.78385371474
